,current_annual_salary
1872,58455.0
1873,43525.72
1874,70396.0
1875,72902.0
1876,94449.0
1877,56172.9
1878,58455.0
1879,90896.0
1880,83616.0
1881,27799.2
1882,30100.72
1883,30100.72
1884,135378.04
1885,56552.8
1886,123902.96
1887,61775.8
1888,62429.35
1889,35552.78
1890,100849.36
1891,55122.12
1892,58939.38
1893,106946.63
1894,60501.0
1895,131348.75
1896,94277.96
1897,40946.22
1898,94555.0
1899,74824.55
1900,18416.04
1901,69222.18
1902,65105.0
1903,60501.0
1904,70124.48
1905,56575.0
1906,73981.47
1907,73000.0
1908,56615.69
1909,113449.29
1910,48260.15
1911,68015.0
1912,93356.0
1913,81500.0
1914,99433.25
1915,96379.14
1916,76702.15
1917,62678.97
1918,125487.68
1919,37838.46
1920,123902.96
1921,47300.92
1922,69744.0
1923,156525.0
1924,97912.0
1925,96763.35
1926,86673.48
1927,174166.0
1928,32098.0
1929,52693.0
1930,30860.0
1931,75277.02
1932,89620.0
1933,97392.47
1934,73801.0
1935,57134.25
1936,68699.01
1937,98977.76
1938,51969.0
1939,70422.0
1940,69744.0
1941,44853.46
1942,54402.73
1943,53048.93
1944,69222.18
1945,95972.51
1946,58150.0
1947,60855.55
1948,38121.25
1949,141027.78
1950,128325.25
1951,107128.71
1952,89620.0
1953,45261.0
1954,135392.0
1955,38523.24
1956,107657.0
1957,55251.81
1958,41220.18
1959,89620.0
1960,89620.0
1961,38756.92
1962,97912.0
1963,64705.42
1964,118400.0
1965,135392.0
1966,91175.82
1967,102664.0
1968,99870.24
1969,51366.29
1970,28772.07
1971,140700.0
1972,48145.17
1973,58440.3
1974,67206.0
1975,94277.96
1976,73801.0
1977,55963.58
1978,41229.25
1979,61725.0
1980,56990.0
1981,64141.0
1982,81496.88
1983,87890.51
1984,45261.0
1985,73801.0
1986,72475.44
1987,73801.0
1988,36607.48
1989,56620.34
1990,92801.33
1991,41290.65
1992,60201.44
1993,58562.0
1994,103708.64
1995,76476.0
1996,30257.86
1997,92756.7
1998,67940.68
1999,45261.0
2000,40534.48
2001,100849.36
2002,45119.99
2003,107657.0
2004,126150.37
2005,61536.75
2006,77029.0
2007,83033.72
2008,54644.19
2009,97912.0
2010,135945.95
2011,79617.07
2012,58856.27
2013,36363.34
2014,104717.28
2015,92756.7
2016,69368.62
2017,70601.26
2018,50910.0
2019,62930.59
2020,54817.45
2021,53788.0
2022,100849.36
2023,95960.52
2024,65010.94
2025,96197.88
2026,66065.23
2027,83497.98
2028,56491.42
2029,85939.26
2030,67206.0
2031,45775.85
2032,43525.12
2033,70000.0
2034,71830.44
2035,64872.74
2036,80784.0
2037,52008.75
2038,135389.23
2039,39257.0
2040,40534.48
2041,49829.48
2042,70396.0
2043,42000.0
2044,27799.2
2045,154887.98
2046,72616.18
2047,105743.92
2048,55123.38
2049,129868.06
2050,65105.0
2051,69119.23
2052,107128.71
2053,56940.46
2054,76716.0
2055,73921.11
2056,45261.0
2057,43455.26
2058,36517.33
2059,18611.94
2060,21030.74
2061,53788.0
2062,84974.0
2063,30100.72
2064,91969.07
2065,102664.0
2066,83497.98
2067,69222.18
2068,61408.0
2069,113206.31
2070,53505.69
2071,58455.0
2072,67678.71
2073,104087.85
2074,46863.0
2075,80829.0
2076,118080.06
2077,120768.0
2078,97912.0
2079,80829.0
2080,50910.0
2081,89079.0
2082,80511.21
2083,16049.0
2084,93878.75
2085,23970.15
2086,42662.89
2087,57764.37
2088,29948.98
2089,92756.7
2090,93386.32
2091,36797.17
2092,21030.74
2093,53788.0
2094,42053.42
2095,98436.3
2096,86528.04
2097,34739.52
2098,75362.93
2099,16610.68
2100,90896.0
2101,60201.44
2102,82975.12
2103,68543.0
2104,80784.0
2105,121167.06
2106,55328.0
2107,102664.0
2108,87523.22
2109,58671.02
2110,45261.0
2111,39257.31
2112,42053.42
2113,62436.88
2114,46626.87
2115,43525.72
2116,74852.85
2117,52911.27
2118,65752.0
2119,72534.66
2120,78096.0
2121,46518.13
2122,94099.0
2123,45261.0
2124,52528.84
2125,23317.67
2126,89000.0
2127,74815.0
2128,43525.72
2129,78096.0
2130,83611.44
2131,92756.7
2132,89620.0
2133,45397.22
2134,56306.54
2135,141539.36
2136,76015.03
2137,94449.0
2138,53788.0
2139,88859.0
2140,92756.7
2141,45048.5
2142,65254.36
2143,32890.33
2144,42053.83
2145,83497.98
2146,84974.0
2147,46626.87
2148,57554.12
2149,77817.68
2150,107128.71
2151,106456.0
2152,93396.0
2153,26208.35
2154,26208.35
2155,17192.05
2156,55328.0
2157,71176.03
2158,42053.42
2159,91805.0
2160,144472.55
2161,56279.62
2162,45591.48
2163,75726.42
2164,101634.0
2165,78329.68
2166,118400.0
2167,210143.0
2168,74815.0
2169,94099.0
2170,51394.0
2171,107128.71
2172,89620.0
2173,40946.26
2174,53505.69
2175,40631.32
2176,57807.08
2177,55328.0
2178,89079.0
2179,74713.0
2180,86588.0
2181,58448.0
2182,83704.97
2183,156525.0
2184,75000.0
2185,67106.89
2186,105000.0
2187,73365.0
2188,81181.1
2189,94099.0
2190,85854.0
2191,106448.44
2192,51091.0
2193,43761.61
2194,50211.0
2195,87236.83
2196,82182.0
2197,97392.47
2198,112899.0
2199,74713.0
2200,82687.32
2201,69222.18
2202,103506.0
2203,68015.0
2204,46626.87
2205,110229.0
2206,68015.0
2207,123902.96
2208,116124.02
2209,84989.18
2210,70766.0
2211,82358.46
2212,55328.0
2213,87635.8
2214,64812.0
2215,39003.45
2216,114116.68
2217,79381.84
2218,43525.72
2219,65716.0
2220,85405.0
2221,96929.82
2222,65643.17
2223,55598.94
2224,73801.0
2225,97912.0
2226,82307.01
2227,96880.05
2228,42053.42
2229,51564.44
2230,43761.61
2231,36707.05
2232,57819.7
2233,83497.98
2234,40631.32
2235,93123.03
2236,18416.33
2237,67231.02
2238,77165.46
2239,146991.57
2240,91532.0
2241,59676.38
2242,55122.12
2243,18416.33
2244,102664.0
2245,86614.07
2246,72902.0
2247,55889.73
2248,50699.16
2249,25750.0
2250,58455.0
2251,80829.0
2252,52852.96
2253,77297.7
2254,42053.83
2255,120688.28
2256,82851.53
2257,53797.86
2258,89620.0
2259,80380.79
2260,44753.0
2261,141539.36
2262,48260.15
2263,102664.0
2264,65606.95
2265,87523.22
2266,91751.37
2267,25167.75
2268,40200.0
2269,92846.37
2270,100544.06
2271,55328.0
2272,40631.32
2273,32361.77
2274,37838.46
2275,22879.14
2276,131348.75
2277,83658.0
2278,97755.0
2279,63067.93
2280,60501.0
2281,80784.0
2282,45049.12
2283,107128.71
2284,35217.5
2285,83658.0
2286,26208.35
2287,65752.0
2288,66905.0
2289,85154.67
2290,60201.44
2291,70422.0
2292,89620.0
2293,172749.96
2294,66065.23
2295,105743.92
2296,43525.72
2297,27799.2
2298,64854.0
2299,58455.0
2300,80829.0
2301,94006.07
2302,53788.0
2303,44300.0
2304,25445.0
2305,83658.0
2306,118930.0
2307,26208.35
2308,103506.0
2309,73107.0
2310,80627.43
2311,93396.0
2312,83658.0
2313,58455.0
2314,97392.47
2315,40631.32
2316,46516.83
2317,48260.15
2318,43525.72
2319,105743.92
2320,68054.0
2321,19060.64
2322,53788.0
2323,86359.62
2324,66065.23
2325,88859.0
2326,54730.0
2327,48098.94
2328,75120.6
2329,74713.0
2330,78096.0
2331,109810.14
2332,35552.8
2333,81041.66
2334,60653.84
2335,97912.0
2336,36607.48
2337,155994.02
2338,49949.25
2339,61890.9
2340,74890.0
2341,63887.0
2342,89620.0
2343,86369.02
2344,54402.74
2345,70435.0
2346,50424.68
2347,122788.02
2348,68254.34
2349,83905.86
2350,89919.38
2351,29779.06
2352,69222.18
2353,107657.0
2354,67354.1
2355,63067.93
2356,69475.0
2357,42053.83
2358,68048.01
2359,29779.06
2360,50910.0
2361,104717.28
2362,80829.0
2363,76692.61
2364,102664.0
2365,68054.0
2366,85480.92
2367,54580.28
2368,47693.0
2369,66065.23
2370,39257.31
2371,90199.0
2372,65486.99
2373,26208.35
2374,52031.02
2375,58439.04
2376,43422.51
2377,64705.5
2378,96197.88
2379,76582.82
2380,18611.94
2381,44210.81
2382,73801.0
2383,45049.12
2384,44753.0
2385,81568.06
2386,39257.31
2387,86588.0
2388,69181.11
2389,69223.65
2390,67753.0
2391,92756.7
2392,100849.36
2393,66106.89
2394,58773.0
2395,27834.44
2396,51697.52
2397,34170.0
2398,78096.0
2399,48258.81
2400,81618.54
2401,105743.92
2402,93396.0
2403,73801.0
2404,73801.0
2405,77343.0
2406,75145.12
2407,117935.19
2408,152403.3
2409,72534.66
2410,75277.02
2411,91969.07
2412,50671.27
2413,82687.32
2414,75277.02
2415,46626.87
2416,80784.0
2417,44757.56
2418,154781.13
2419,79219.54
2420,45049.12
2421,91695.6
2422,33395.15
2423,103835.0
2424,92756.7
2425,37690.56
2426,73801.0
2427,51134.44
2428,79520.0
2429,78128.34
2430,93287.69
2431,69895.63
2432,69222.18
2433,43525.72
2434,97912.0
2435,43862.59
2436,102664.0
2437,76311.46
2438,53455.6
2439,65382.0
2440,93396.0
2441,57766.5
2442,16048.97
2443,107128.71
2444,98420.98
2445,64141.0
2446,57807.08
2447,80499.91
2448,83658.0
2449,51394.0
2450,18611.91
2451,37684.0
2452,84278.28
2453,17578.21
2454,85728.41
2455,106456.0
2456,58581.96
2457,58671.02
2458,57716.72
2459,104717.28
2460,102153.0
2461,93396.0
2462,69049.16
2463,74815.0
2464,81066.0
2465,66463.57
2466,42500.0
2467,39262.42
2468,80849.42
2469,128519.0
2470,44300.0
2471,57234.12
2472,94077.3
2473,80784.0
2474,107657.0
2475,120967.0
2476,66065.23
2477,61401.3
2478,93861.6
2479,96624.0
2480,86588.0
2481,135025.83
2482,97250.65
2483,62678.97
2484,87967.15
2485,93396.0
2486,56475.48
2487,115791.71
2488,135386.91
2489,84770.93
2490,70435.0
2491,56556.74
2492,79647.84
2493,17793.56
2494,69222.18
2495,110886.71
2496,91532.0
2497,61434.92
2498,156525.0
2499,58448.0
2500,119031.9
2501,80554.32
2502,67940.77
2503,60468.0
2504,36707.05
2505,66704.77
2506,68015.0
2507,51576.0
2508,151588.87
2509,53048.93
2510,58448.0
2511,43334.91
2512,121952.0
2513,69475.0
2514,200000.0
2515,50785.5
2516,73801.0
2517,29779.07
2518,70422.0
2519,89574.8
2520,57594.06
2521,86537.84
2522,48258.81
2523,79824.0
2524,84201.0
2525,83497.98
2526,45261.0
2527,135392.0
2528,23211.66
2529,46626.87
2530,107128.71
2531,64547.79
2532,72861.0
2533,81633.71
2534,43525.72
2535,156525.0
2536,109870.24
2537,62585.0
2538,83429.0
2539,90205.0
2540,86588.0
2541,67206.0
2542,69657.0
2543,127269.16
2544,89412.72
2545,120967.0
2546,40631.32
2547,39003.45
2548,42053.42
2549,88859.0
2550,69842.16
2551,69657.0
2552,47034.0
2553,75604.05
2554,103708.64
2555,98523.0
2556,59072.0
2557,94449.0
2558,76015.03
2559,92756.7
2560,40369.0
2561,69222.18
2562,90006.97
2563,89247.9
2564,63000.0
2565,155693.29
2566,87523.22
2567,114087.02
2568,70294.63
2569,65780.67
2570,73024.65
2571,90205.0
2572,48722.98
2573,76015.03
2574,103506.0
2575,67384.0
2576,58448.0
2577,51574.16
2578,97912.0
2579,44300.0
2580,112417.99
2581,233003.0
2582,61685.72
2583,69390.0
2584,39257.31
2585,107657.0
2586,75453.0
2587,100670.07
2588,48571.6
2589,52160.35
2590,65752.0
2591,77834.64
2592,63760.43
2593,70396.0
2594,101492.79
2595,68054.0
2596,22880.28
2597,83817.3
2598,45261.0
2599,93046.48
2600,76114.95
2601,40534.48
2602,47940.3
2603,62517.39
2604,78052.0
2605,77259.31
2606,53788.0
2607,99597.0
2608,92756.7
2609,79728.0
2610,61291.15
2611,93396.0
2612,175127.0
2613,50699.14
2614,126781.06
2615,115370.7
2616,45261.0
2617,92756.7
2618,210120.0
2619,69250.07
2620,97912.0
2621,97564.74
2622,100849.36
2623,68047.16
2624,135392.0
2625,116707.64
2626,141539.36
2627,120768.0
2628,96197.88
2629,64662.78
2630,40534.48
2631,76370.39
2632,51394.0
2633,124825.02
2634,46626.87
2635,50910.0
2636,48981.15
2637,68511.6
2638,72902.0
2639,67206.0
2640,43882.64
2641,43525.72
2642,93768.72
2643,45048.5
2644,84871.0
2645,57807.08
2646,150831.84
2647,91007.15
2648,107657.0
2649,50448.5
2650,58455.0
2651,57265.0
2652,61231.0
2653,46860.73
2654,42053.83
2655,94006.07
2656,41781.91
2657,56478.0
2658,83658.0
2659,76936.0
2660,83942.23
2661,138593.52
2662,92756.7
2663,88463.01
2664,92399.14
2665,303091.0
2666,66065.23
2667,55139.73
2668,93396.0
2669,40534.54
2670,84974.0
2671,42053.84
2672,53192.79
2673,80002.98
2674,94099.0
2675,60201.44
2676,67922.0
2677,154333.27
2678,55054.21
2679,70231.93
2680,63423.44
2681,76015.03
2682,70422.0
2683,86430.0
2684,49364.0
2685,70435.0
2686,131348.75
2687,123902.96
2688,69495.4
2689,65812.12
2690,52693.0
2691,87967.15
2692,59795.88
2693,73477.0
2694,72697.36
2695,85662.76
2696,63955.52
2697,100849.36
2698,19727.76
2699,104717.28
2700,100849.36
2701,71941.0
2702,78052.0
2703,69222.18
2704,95475.0
2705,40631.32
2706,81066.0
2707,49017.51
2708,91517.5
2709,102664.0
2710,90129.61
2711,128519.0
2712,96929.82
2713,63453.9
2714,40369.0
2715,50785.5
2716,57160.72
2717,43525.12
2718,38486.48
2719,54709.01
2720,61035.5
2721,60711.33
2722,39163.74
2723,61231.0
2724,38756.92
2725,39351.08
2726,36180.0
2727,135392.0
2728,30519.56
2729,66106.91
2730,107128.71
2731,65752.0
2732,63067.93
2733,37578.89
2734,89620.0
2735,65752.0
2736,125089.44
2737,43244.28
2738,76015.03
2739,81066.0
2740,54592.21
2741,45048.5
2742,58657.24
2743,57807.08
2744,79097.0
2745,36797.11
2746,140794.0
2747,54814.0
2748,92756.7
2749,64872.74
2750,55123.38
2751,55129.28
2752,40631.32
2753,100849.36
2754,35965.22
2755,62428.69
2756,62046.88
2757,60201.44
2758,60201.44
2759,58455.0
2760,66065.23
2761,62585.0
2762,84974.0
2763,33395.0
2764,114087.02
2765,43525.72
2766,84974.0
2767,65765.83
2768,53629.58
2769,77328.0
2770,94277.96
2771,50184.29
2772,78251.45
2773,64871.95
2774,72921.0
2775,57265.0
2776,43425.63
2777,124084.79
2778,80784.0
2779,40631.32
2780,72534.66
2781,78889.86
2782,46436.72
2783,114087.02
2784,60201.44
2785,118400.0
2786,73801.0
2787,63171.73
2788,125875.02
2789,59154.6
2790,62903.0
2791,18416.33
2792,35468.49
2793,76015.03
2794,122788.02
2795,57620.0
2796,98490.0
2797,39951.13
2798,56478.0
2799,108493.0
2800,79647.84
2801,67206.0
2802,29779.06
2803,141539.36
2804,51969.0
2805,69222.18
2806,81784.53
2807,85524.82
2808,36611.38
2809,84009.08
2810,39257.31
2811,60618.0
2812,73801.0
2813,83658.0
2814,70422.0
2815,46626.87
2816,27805.44
2817,47940.15
2818,89620.0
2819,60775.0
2820,135945.95
2821,92756.7
2822,33395.0
2823,72433.0
2824,46626.87
2825,93396.0
2826,91098.52
2827,143609.88
2828,45261.0
2829,63493.0
2830,95187.98
2831,57365.0
2832,77434.0
2833,91751.37
2834,60201.44
2835,67044.0
2836,62678.98
2837,60318.22
2838,36832.1
2839,103506.0
2840,156525.0
2841,94695.12
2842,58448.0
2843,165288.0
2844,26208.35
2845,135945.95
2846,50910.0
2847,56589.34
2848,88272.4
2849,58455.0
2850,110229.0
2851,103506.0
2852,96624.0
2853,33534.54
2854,61781.01
2855,66522.96
2856,89000.0
2857,53968.5
2858,45261.0
2859,94745.69
2860,41428.3
2861,42792.0
2862,67206.0
2863,152652.89
2864,88859.0
2865,67724.61
2866,45261.0
2867,18611.94
2868,59740.47
2869,56733.0
2870,107128.71
2871,55734.65
2872,49068.12
2873,78052.0
2874,54270.46
2875,69222.18
2876,70295.69
2877,106448.44
2878,64141.0
2879,106456.0
2880,106456.0
2881,24134.31
2882,109943.21
2883,135392.0
2884,53495.77
2885,58455.0
2886,84974.0
2887,28490.44
2888,69222.18
2889,62482.02
2890,58455.0
2891,51958.37
2892,58718.92
2893,38756.92
2894,62300.19
2895,33395.15
2896,123902.96
2897,20419.48
2898,71610.0
2899,52693.0
2900,91969.07
2901,23317.67
2902,57186.0
2903,42053.42
2904,48260.15
2905,56850.0
2906,42386.82
2907,110886.71
2908,23318.28
2909,57234.14
2910,36707.05
2911,91969.07
2912,156525.0
2913,54523.02
2914,118400.0
2915,72497.95
2916,156509.22
2917,87148.0
2918,64189.2
2919,49831.17
2920,89620.0
2921,50785.5
2922,104717.28
2923,87236.83
2924,149529.08
2925,45261.0
2926,49618.43
2927,57265.0
2928,55328.0
2929,43850.22
2930,73958.0
2931,135392.0
2932,49104.52
2933,70884.0
2934,57307.14
2935,67922.0
2936,18416.48
2937,48572.17
2938,72534.66
2939,48260.26
2940,34743.89
2941,68054.0
2942,51355.08
2943,43525.72
2944,76015.03
2945,58455.0
2946,41954.12
2947,43433.04
2948,29779.06
2949,46626.87
2950,45261.0
2951,62835.65
2952,39351.09
2953,106461.04
2954,117174.02
2955,36992.05
2956,115189.01
2957,44300.0
2958,87523.22
2959,46626.87
2960,88859.0
2961,73801.0
2962,43525.12
2963,42662.89
2964,62836.91
2965,53050.89
2966,35552.43
2967,86537.84
2968,87967.15
2969,59120.89
2970,104733.06
2971,80895.0
2972,54698.82
2973,64433.29
2974,69222.18
2975,96763.35
2976,98060.0
2977,121167.06
2978,97912.0
2979,49831.0
2980,58720.0
2981,73801.0
2982,56688.39
2983,110000.0
2984,57265.0
2985,72185.0
2986,79138.34
2987,52947.0
2988,51069.59
2989,38085.01
2990,77328.0
2991,45048.5
2992,78855.57
2993,85405.0
2994,83497.98
2995,140794.0
2996,100849.36
2997,120600.0
2998,55122.12
2999,89620.0
3000,58657.24
3001,78889.86
3002,48260.15
3003,92663.69
3004,43761.61
3005,48503.21
3006,43525.72
3007,33017.0
3008,45048.5
3009,39561.58
3010,53493.02
3011,40919.0
3012,110886.71
3013,70052.0
3014,80829.0
3015,92756.7
3016,70396.0
3017,52953.44
3018,29779.07
3019,87523.22
3020,52563.37
3021,110213.2
3022,100849.36
3023,73000.0
3024,95236.02
3025,60775.0
3026,69222.18
3027,68423.48
3028,73888.38
3029,42378.72
3030,55370.43
3031,90510.64
3032,87354.0
3033,69222.18
3034,70884.0
3035,89952.8
3036,76716.0
3037,50785.5
3038,66477.89
3039,54000.0
3040,99792.0
3041,56733.0
3042,118400.0
3043,46626.87
3044,54814.0
3045,70422.0
3046,60501.0
3047,85218.86
3048,102664.0
3049,60711.33
3050,110229.0
3051,102664.0
3052,60601.73
3053,143590.61
3054,42053.42
3055,70884.0
3056,95559.0
3057,52260.0
3058,85828.93
3059,102664.0
3060,47940.15
3061,87523.22
3062,74448.93
3063,75277.02
3064,74424.0
3065,73801.0
3066,73801.0
3067,80145.0
3068,155693.29
3069,135392.0
3070,135063.16
3071,69472.11
3072,98523.0
3073,54797.79
3074,83198.5
3075,90558.17
3076,47344.63
3077,97392.47
3078,52944.77
3079,34350.14
3080,46000.0
3081,89620.0
3082,93396.0
3083,110886.71
3084,66266.06
3085,118400.0
3086,53722.42
3087,77328.0
3088,118930.0
3089,43422.51
3090,29779.09
3091,58455.0
3092,105585.3
3093,27571.09
3094,69429.0
3095,77343.0
3096,122788.02
3097,73628.44
3098,156525.0
3099,89620.0
3100,70884.0
3101,96370.05
3102,97392.47
3103,66985.25
3104,69222.18
3105,72167.0
3106,28772.07
3107,60711.33
3108,78059.57
3109,46626.87
3110,76744.8
3111,56460.17
3112,56478.0
3113,132160.95
3114,102664.0
3115,118422.7
3116,52097.35
3117,75737.1
3118,100849.36
3119,52693.0
3120,70435.0
3121,40000.0
3122,88136.06
3123,67095.6
3124,107028.37
3125,83150.93
3126,100849.36
3127,96486.29
3128,50211.0
3129,96197.88
3130,112899.0
3131,208997.66
3132,206000.0
3133,144551.85
3134,90000.0
3135,67206.0
3136,54675.7
3137,16049.0
3138,89620.0
3139,42053.42
3140,62517.38
3141,112899.0
3142,55956.05
3143,56588.09
3144,73176.1
3145,175110.54
3146,48260.15
3147,105743.92
3148,27799.2
3149,41781.91
3150,175127.0
3151,42053.33
3152,45048.5
3153,45261.0
3154,39257.31
3155,59676.38
3156,92756.7
3157,86911.0
3158,60501.0
3159,42053.83
3160,112266.0
3161,92756.7
3162,61325.8
3163,100849.36
3164,77328.0
3165,42053.42
3166,112337.0
3167,112899.0
3168,100849.36
3169,77343.0
3170,40631.32
3171,109394.17
3172,78588.77
3173,168936.48
3174,68015.0
3175,92756.7
3176,92756.7
3177,149015.58
3178,97912.0
3179,83611.44
3180,100849.36
3181,45261.0
3182,72360.0
3183,80381.48
3184,68543.0
3185,33395.0
3186,65010.94
3187,50910.0
3188,42053.42
3189,102049.83
3190,79471.0
3191,107657.0
3192,40631.32
3193,70422.0
3194,37838.46
3195,46985.75
3196,73801.0
3197,79663.29
3198,26208.35
3199,64854.0
3200,63345.0
3201,56688.39
3202,68015.0
3203,70052.0
3204,83611.44
3205,106448.44
3206,75277.02
3207,67977.18
3208,57186.0
3209,74815.0
3210,71593.57
3211,57378.12
3212,68054.0
3213,68054.0
3214,64141.0
3215,35552.39
3216,92756.7
3217,70662.8
3218,48260.15
3219,29779.07
3220,57265.0
3221,52693.0
3222,77328.0
3223,131654.51
3224,66518.09
3225,33548.42
3226,40631.32
3227,29224.0
3228,148090.9
3229,69222.18
3230,26208.35
3231,69222.18
3232,92756.7
3233,45048.5
3234,45049.12
3235,95372.89
3236,153412.57
3237,92756.7
3238,97912.0
3239,102664.0
3240,58975.22
3241,43525.72
3242,135392.0
3243,67206.0
3244,156404.85
3245,19060.61
3246,29779.06
3247,69222.18
3248,89122.19
3249,104717.28
3250,39257.31
3251,100006.0
3252,87967.15
3253,77753.08
3254,78096.0
3255,102664.0
3256,87523.22
3257,119211.02
3258,118930.0
3259,206000.0
3260,86588.0
3261,73801.0
3262,58941.9
3263,57569.24
3264,46626.87
3265,63398.15
3266,70296.4
3267,107128.71
3268,73107.0
3269,93396.0
3270,48399.27
3271,36036.11
3272,60201.44
3273,56306.54
3274,77957.0
3275,60201.44
3276,92756.7
3277,37838.48
3278,73801.0
3279,92756.7
3280,55123.38
3281,58448.0
3282,52693.0
3283,67753.0
3284,70766.0
3285,116340.64
3286,45261.0
3287,56687.16
3288,59402.0
3289,79647.84
3290,70301.0
3291,93396.0
3292,22529.52
3293,22529.52
3294,104717.28
3295,27805.44
3296,65716.0
3297,46626.87
3298,46626.06
3299,92756.7
3300,48145.17
3301,79663.29
3302,107128.71
3303,63381.0
3304,110229.0
3305,70052.0
3306,82803.2
3307,83971.06
3308,58455.0
3309,59187.0
3310,16047.2
3311,47940.3
3312,176003.0
3313,68735.0
3314,99870.24
3315,110229.0
3316,75453.0
3317,97197.58
3318,104388.57
3319,52947.0
3320,68054.0
3321,58455.0
3322,97912.0
3323,39351.07
3324,63459.95
3325,56478.0
3326,77210.64
3327,52514.15
3328,81066.0
3329,72902.0
3330,65699.03
3331,50870.97
3332,80829.0
3333,92756.7
3334,89079.0
3335,46860.73
3336,51670.26
3337,107657.0
3338,118400.0
3339,69222.18
3340,69222.18
3341,53069.08
3342,66690.4
3343,89620.0
3344,63345.0
3345,19060.62
3346,91220.65
3347,84974.0
3348,100849.36
3349,69222.18
3350,48258.81
3351,71830.44
3352,112930.4
3353,46400.0
3354,57276.8
3355,43525.72
3356,42792.0
3357,135380.88
3358,58360.06
3359,89620.0
3360,58769.89
3361,89620.0
3362,60501.0
3363,66065.23
3364,73272.88
3365,75453.0
3366,49831.0
3367,96111.95
3368,63315.0
3369,121371.84
3370,94099.0
3371,66294.16
3372,99870.24
3373,107128.71
3374,94006.07
3375,47301.58
3376,127566.5
3377,95696.1
3378,32695.06
3379,73801.0
3380,71830.44
3381,84201.0
3382,40113.28
3383,29779.06
3384,79367.71
3385,70821.35
3386,102805.0
3387,77328.0
3388,96197.88
3389,110550.0
3390,50910.0
3391,156525.0
3392,52031.02
3393,76942.23
3394,65752.0
3395,63345.0
3396,98816.63
3397,45413.56
3398,80829.0
3399,93396.0
3400,80784.0
3401,42053.42
3402,45261.0
3403,55123.38
3404,63541.86
3405,72902.0
3406,43525.72
3407,25703.77
3408,55328.0
3409,103506.0
3410,81695.34
3411,84871.0
3412,42053.83
3413,58455.0
3414,75277.02
3415,50211.0
3416,50910.0
3417,57265.0
3418,45397.36
3419,52947.0
3420,88168.0
3421,73801.0
3422,52701.95
3423,40369.0
3424,88168.0
3425,33221.36
3426,70403.73
3427,82556.0
3428,52693.0
3429,71264.02
3430,130650.0
3431,51574.16
3432,72866.64
3433,92756.7
3434,174166.0
3435,51332.0
3436,210143.0
3437,84974.0
3438,42053.42
3439,60810.0
3440,86588.0
3441,70422.0
3442,75277.02
3443,141027.78
3444,66548.0
3445,73107.0
3446,40515.91
3447,40631.32
3448,125058.86
3449,96624.0
3450,70435.0
3451,116499.46
3452,41781.91
3453,69222.18
3454,45261.0
3455,112930.4
3456,56478.0
3457,52563.37
3458,76936.0
3459,104717.28
3460,96197.88
3461,68543.0
3462,46516.83
3463,87523.22
3464,60945.26
3465,102664.0
3466,83658.0
3467,123595.19
3468,45384.51
3469,71322.93
3470,157828.0
3471,64854.0
3472,80829.0
3473,50211.0
3474,210143.0
3475,76546.0
3476,52154.87
3477,53953.81
3478,95187.98
3479,65530.0
3480,77328.0
3481,60618.0
3482,64833.32
3483,95187.98
3484,58657.24
3485,91969.07
3486,77491.05
3487,76075.82
3488,68054.0
3489,90199.0
3490,39257.31
3491,78400.0
3492,37838.46
3493,127229.18
3494,87523.22
3495,78211.09
3496,60569.41
3497,29224.0
3498,58957.67
3499,76140.8
3500,135378.04
3501,119713.0
3502,66073.42
3503,68184.0
3504,44753.0
3505,41727.83
3506,49364.0
3507,150000.0
3508,67384.0
3509,76015.03
3510,52472.35
3511,62585.0
3512,88869.93
3513,42053.83
3514,29779.07
3515,44796.04
3516,49922.19
3517,51574.15
3518,92931.0
3519,26208.35
3520,52603.81
3521,81695.34
3522,97392.47
3523,65716.0
3524,40368.82
3525,92846.53
3526,58448.0
3527,74830.89
3528,43525.72
3529,39257.0
3530,72902.0
3531,65716.0
3532,46626.87
3533,94099.0
3534,165046.0
3535,78096.0
3536,136293.25
3537,68971.62
3538,54154.01
3539,57068.63
3540,60515.71
3541,93396.0
3542,43425.63
3543,91410.87
3544,36363.33
3545,104717.28
3546,58448.0
3547,86444.44
3548,64141.0
3549,52472.36
3550,136292.77
3551,84974.0
3552,50910.0
3553,99774.52
3554,42020.03
3555,65000.0
3556,100849.36
3557,175110.54
3558,75453.0
3559,33395.15
3560,66065.23
3561,118400.0
3562,66065.23
3563,71830.44
3564,91969.07
3565,107128.71
3566,75453.0
3567,78096.0
3568,93628.15
3569,57620.0
3570,65000.0
3571,88436.0
3572,100849.36
3573,122788.02
3574,139345.26
3575,106456.0
3576,135392.0
3577,25000.0
3578,114079.71
3579,48258.81
3580,85272.55
3581,89620.0
3582,139448.83
3583,156525.0
3584,55813.1
3585,69222.18
3586,48641.36
3587,58157.89
3588,30100.72
3589,55123.38
3590,77328.0
3591,97912.0
3592,65716.0
3593,64141.0
3594,56966.87
3595,53788.0
3596,89620.0
3597,56733.0
3598,47300.92
3599,55251.81
3600,60501.0
3601,78889.86
3602,114587.02
3603,123902.96
3604,85637.0
3605,63445.0
3606,45261.0
3607,58360.55
3608,118324.32
3609,66720.4
3610,64141.0
3611,64105.74
3612,118400.0
3613,73605.0
3614,64812.0
3615,59638.0
3616,51574.16
3617,47940.52
3618,70396.0
3619,79663.29
